SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-436099756,1/26/2017 8:20:40 PM,1/26/2017 8:20:40 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,WVA,1/26/2017 12:00:00 AM,,Y,"","6500 N BALBOA BLVD, 91406",6500,N,BALBOA,BLVD,91406,,,"",531,D,6,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY
1-413496653,1/4/2017 10:16:56 AM,1/4/2017 10:16:56 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAPBH,12/21/2016 12:00:00 AM,,Y,"","2401 E HOUSTON ST, 90033",2401,E,HOUSTON,ST,90033,,,"",635,B,4,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-417336981,1/8/2017 1:20:42 PM,1/9/2017 10:54:32 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,1/9/2017 12:00:00 AM,,Y,N,"3215 N PHELPS AVE, 90032",3215,N,PHELPS,AVE,90032,34.0823242387,-118.177015435,"(34.0823242387, -118.177015435)",595,E,6,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK
1-435713729,1/26/2017 2:30:00 PM,1/26/2017 2:30:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/3/2017 12:00:00 AM,,Y,"","3805 S AVALON BLVD, 90011",3805,S,AVALON,BLVD,90011,,,"",674,D,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-447357891,2/6/2017 3:38:00 PM,2/6/2017 3:38:00 PM,SR Created,OCB,Graffiti Removal,Open,Call,"",Y,GAP,,,Y,N,"8601 S VERMONT AVE, 90044",8601,S,VERMONT,AVE,90044,33.9598358819,-118.292085012,"(33.9598358819, -118.292085012)",704,A,2,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET
1-452484811,2/10/2017 5:52:09 PM,2/14/2017 2:57:17 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,EV,2/14/2017 12:00:00 AM,,Y,N,"10939 W MORRISON ST, 91601",10939,W,MORRISON,ST,91601,34.1609208929,-118.369589459,"(34.1609208929, -118.369589459)",563,A,3,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD
1-427910739,1/19/2017 12:03:06 AM,1/19/2017 12:03:06 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,WVA,1/18/2017 12:00:00 AM,,Y,"","21757 W DEVONSHIRE ST, 91311",21757,W,DEVONSHIRE,ST,91311,,,"",500,A,4,North Valley APC,12,Mitchell Englander,99,CHATSWORTH NC,DEVONSHIRE
1-453779850,2/13/2017 11:09:46 AM,2/13/2017 11:09:46 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,KYCC,12/5/2016 12:00:00 AM,,Y,"","3625 W 6TH ST, 90020",3625,W,6TH,ST,90020,,,"",633,J,2,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-433454991,1/24/2017 4:36:31 PM,1/25/2017 2:25:44 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,EV,1/25/2017 12:00:00 AM,,Y,N,"4420 N VENTURA CANYON AVE, 91423",4420,N,VENTURA CANYON,AVE,91423,34.1508382309,-118.429499753,"(34.1508382309, -118.429499753)",562,C,4,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS
1-422280081,1/12/2017 4:02:32 PM,1/16/2017 9:29:18 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",N,SLABT,1/16/2017 9:29:22 AM,,Y,N,"8871 S SAN PEDRO ST, 90003",8871,S,SAN PEDRO,ST,90003,33.9560869907,-118.269662854,"(33.9560869907, -118.269662854)",704,D,3,South Los Angeles APC,9,Curren D. Price Jr.,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-443663349,2/2/2017 10:15:47 AM,2/2/2017 10:15:47 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/13/2017 12:00:00 AM,,Y,"","3777 S MAIN ST, 90007",3777,S,MAIN,ST,90007,,,"",674,C,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-433754941,1/25/2017 8:25:22 AM,1/26/2017 8:28:44 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WV,1/26/2017 12:00:00 AM,,Y,N,"3866 N ALONZO AVE, 91316",3866,N,ALONZO,AVE,91316,34.1409566525,-118.526601335,"(34.1409566525, -118.526601335)",561,A,6,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY
1-424380341,1/16/2017 9:15:27 AM,1/16/2017 2:44:38 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",N,KYCC,1/16/2017 2:43:31 PM,,Y,N,"4111 W VENICE BLVD, 90019",4111,W,VENICE,BLVD,90019,34.0443199441,-118.326839502,"(34.0443199441, -118.326839502)",633,F,5,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",WILSHIRE
1-411290831,1/2/2017 7:55:11 AM,1/5/2017 8:53:26 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,NC,1/5/2017 12:00:00 AM,,Y,"","218 N LAKE SHORE TER, 90026",218,N,LAKE SHORE,TER,90026,34.0648733363,-118.260910761,"(34.0648733363, -118.260910761)",634,E,2,Central APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,RAMPART
1-438340401,1/29/2017 6:07:49 PM,2/2/2017 5:09:20 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,EV,2/2/2017 12:00:00 AM,,Y,N,"8800 N BURNET AVE, 91343",8800,N,BURNET,AVE,91343,34.230243604,-118.463151442,"(34.230243604, -118.463151442)",531,H,1,North Valley APC,6,Nury Martinez,112,NORTH HILLS EAST,MISSION
1-445928981,2/4/2017 1:10:38 PM,2/6/2017 7:10:09 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WV,2/6/2017 12:00:00 AM,,Y,N,"18906 W BAHAMA ST, 91324",18906,W,BAHAMA,ST,91324,34.2331708674,-118.545236831,"(34.2331708674, -118.545236831)",500,H,7,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE
1-427734951,1/18/2017 4:09:58 PM,1/18/2017 4:22:48 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",Y,EV,1/25/2017 12:00:00 AM,,Y,N,"10616 W MOORPARK ST, 91602",10616,W,MOORPARK,ST,91602,34.1502569904,-118.362123903,"(34.1502569904, -118.362123903)",563,B,4,South Valley APC,4,David Ryu,28,GREATER TOLUCA LAKE NC,NORTH HOLLYWOOD
1-430268299,1/20/2017 7:00:34 PM,1/24/2017 10:28:02 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,PGS,1/23/2017 10:27:45 AM,,Y,N,"11866 W IOWA AVE, 90025",11866,W,IOWA,AVE,90025,34.0392924345,-118.45732363,"(34.0392924345, -118.45732363)",631,J,6,West Los Angeles APC,11,Mike Bonin,66,WEST LOS ANGELES NC,WEST LOS ANGELES
1-451227281,2/9/2017 4:09:27 PM,2/9/2017 4:09:27 PM,SR Created,BSL,Single Streetlight Issue,Open,Call,"",Y,WEST,,,Y,Y,"10321 W ASHTON AVE, 90024",10321,W,ASHTON,AVE,90024,34.06672782,-118.426142509999,"(34.06672782, -118.426142509999)",632,D,2,West Los Angeles APC,5,Paul Koretz,63,WESTWOOD NC,WEST LOS ANGELES
1-418216651,1/9/2017 12:56:18 PM,1/13/2017 9:14:15 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WV,1/13/2017 12:00:00 AM,,Y,N,"23840 W MOBILE ST, 91307",23840,W,MOBILE,ST,91307,34.1879073302,-118.64648728,"(34.1879073302, -118.64648728)",529,E,7,South Valley APC,12,Mitchell Englander,11,WEST HILLS NC,TOPANGA
1-427341590,1/18/2017 1:14:58 PM,1/18/2017 1:14:58 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,1/15/2017 12:00:00 AM,,Y,"","700 S MESA ST, 90731",700,S,MESA,ST,90731,,,"",824,C,5,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR
1-435912843,1/26/2017 3:58:33 PM,1/26/2017 3:58:33 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/3/2017 12:00:00 AM,,Y,"","1200 E 28TH ST, 90011",1200,E,28TH,ST,90011,,,"",674,F,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-422274710,1/12/2017 3:58:13 PM,1/17/2017 4:49:29 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Android,N,KYCC,1/17/2017 4:48:39 PM,,Y,N,"3324 W WILSHIRE BLVD, 90010",3324,W,WILSHIRE,BLVD,90010,34.0615008471,-118.294928284,"(34.0615008471, -118.294928284)",634,A,2,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-434635486,1/25/2017 3:38:58 PM,1/30/2017 5:45:16 PM,SR Created,BOS,Metal/Household Appliances,Closed,Mobile App,iOS,N,WLA,1/30/2017 12:00:00 AM,,Y,"","1101 E VICTORIA AVE, 90291",1101,E,VICTORIA,AVE,90291,33.9968159891,-118.453953859,"(33.9968159891, -118.453953859)",672,A,5,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC
1-420905406,1/11/2017 1:42:06 PM,1/11/2017 1:42:06 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,HBT,1/11/2017 12:00:00 AM,,Y,"","HIGHLAND AVE AT DE LONGPRE AVE, 90028",,"","","",90028,,,"",593,E,5,Central APC,4,David Ryu,32,CENTRAL HOLLYWOOD NC,HOLLYWOOD
1-439836341,1/30/2017 3:53:02 PM,1/31/2017 11:21:00 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",Y,WVA,1/31/2017 2:25:51 PM,,Y,N,"18120 W CHASE ST, 91325",18120,W,CHASE,ST,91325,34.2244746706,-118.528233598,"(34.2244746706, -118.528233598)",531,A,1,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE
1-449403611,2/8/2017 11:48:12 AM,2/14/2017 1:43:51 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,"",N,EV,2/14/2017 12:00:00 AM,,Y,N,"7530 N SAN FERNANDO ROAD, 91352",7530,N,SAN FERNANDO,ROAD,91352,34.2086818006,-118.352775087,"(34.2086818006, -118.352775087)",533,C,3,North Valley APC,2,Paul Krekorian,8,SUN VALLEY AREA NC,FOOTHILL
1-429566973,1/20/2017 9:58:59 AM,1/20/2017 9:58:59 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/27/2016 12:00:00 AM,,Y,"","1100 E 56TH ST, 90011",1100,E,56TH,ST,90011,,,"",674,E,5,South Los Angeles APC,9,Curren D. Price Jr.,110,CENTRAL ALAMEDA NC,NEWTON
1-431606431,1/23/2017 11:56:45 AM,1/23/2017 11:57:22 AM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,"",Y,WV,1/25/2017 12:00:00 AM,,Y,N,"8116 N LINDLEY AVE, 91335",8116,N,LINDLEY,AVE,91335,34.2178675394,-118.527207291,"(34.2178675394, -118.527207291)",531,A,2,South Valley APC,12,Mitchell Englander,15,RESEDA NC,WEST VALLEY
1-451771801,2/10/2017 10:09:40 AM,2/10/2017 10:09:40 AM,SR Created,BOS,Metal/Household Appliances,Open,Call,"",N,HB,2/16/2017 12:00:00 AM,,Y,N,"12211 S ARBOR PL, 90044",12211,S,ARBOR,PL,90044,33.9214421001,-118.286189931,"(33.9214421001, -118.286189931)",734,B,1,Harbor APC,15,Joe Buscaino,90,HARBOR GATEWAY NORTH NC,SOUTHEAST
1-449058418,2/8/2017 9:00:52 AM,2/8/2017 9:00:52 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,HBT,2/4/2017 12:00:00 AM,,Y,"","1344 N HOBART BLVD, 90027",1344,N,HOBART,BLVD,90027,,,"",593,H,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD
1-422457745,1/12/2017 10:28:26 PM,2/7/2017 10:19:04 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,SLA,1/17/2017 12:00:00 AM,,Y,"","3417 S CRENSHAW BLVD, 90016",3417,S,CRENSHAW,BLVD,90016,34.0249301586,-118.335332105,"(34.0249301586, -118.335332105)",673,E,1,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST
1-447522661,2/6/2017 5:58:17 PM,2/6/2017 5:58:17 PM,SR Created,OCB,Graffiti Removal,Open,Self Service,"",N,GAPBH,,,Y,Y,"3124 E 4TH ST, 90063",3124,E,4TH,ST,90063,34.035418604,-118.200546383,"(34.035418604, -118.200546383)",635,C,6,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK
1-445847089,2/4/2017 10:32:27 AM,2/4/2017 10:32:27 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,HBT,2/2/2017 12:00:00 AM,,Y,"","876 N VERMONT AVE, 90029",876,N,VERMONT,AVE,90029,,,"",594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART
1-442113331,2/1/2017 9:55:41 AM,2/1/2017 9:55:41 AM,SR Created,BSL,Multiple Streetlight Issue,Open,Call,"",N,NORTH,,,Y,N,"4242 N FARMDALE AVE, 91604",4242,N,FARMDALE,AVE,91604,34.1461282051,-118.381068738,"(34.1461282051, -118.381068738)",562,J,5,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,NORTH HOLLYWOOD
1-416411161,1/6/2017 3:56:32 PM,1/9/2017 11:30:14 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,"",Y,WV,1/9/2017 12:00:00 AM,,Y,N,"HART ST AT AMIGO AVE, 91335",,"","","",91335,34.1976509606,-118.538630039,"(34.1976509606, -118.538630039)",530,H,5,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY
1-424005331,1/15/2017 12:15:38 PM,1/17/2017 3:18:11 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,EV,1/17/2017 12:00:00 AM,,Y,N,"13002 W ARCHWOOD ST, 91606",13002,W,ARCHWOOD,ST,91606,34.1922885008,-118.416200504,"(34.1922885008, -118.416200504)",532,D,6,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,NORTH HOLLYWOOD
1-416827634,1/7/2017 10:45:44 AM,1/7/2017 10:45:44 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,HBT,1/6/2017 12:00:00 AM,,Y,"","5525 W SUNSET BLVD, 90028",5525,W,SUNSET,BLVD,90028,,,"",593,H,4,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-439456441,1/30/2017 1:22:57 PM,2/3/2017 10:04:45 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,2/3/2017 12:00:00 AM,,Y,N,"8917 S CROCKER ST, 90003",8917,S,CROCKER,ST,90003,33.9550421978,-118.268437207,"(33.9550421978, -118.268437207)",704,D,3,South Los Angeles APC,9,Curren D. Price Jr.,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-447472991,2/6/2017 4:50:42 PM,2/10/2017 4:25:51 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,EV,2/10/2017 12:00:00 AM,,Y,N,"13225 W FOOTHILL BLVD, 91342",13225,W,FOOTHILL,BLVD,91342,34.3000077211,-118.421964578,"(34.3000077211, -118.421964578)",482,D,5,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION
1-439503830,1/30/2017 1:45:10 PM,1/31/2017 3:09:12 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,Y,NEGB,1/31/2017 3:09:15 PM,,Y,N,"8148 N WHITSETT AVE, 91605",8148,N,WHITSETT,AVE,91605,34.2191108302,-118.405109693,"(34.2191108302, -118.405109693)",532,F,2,North Valley APC,2,Paul Krekorian,23,NORTH HOLLYWOOD NORTHEAST NC,FOOTHILL
1-442057561,2/1/2017 9:30:15 AM,2/3/2017 5:39:44 PM,SR Created,BOS,Electronic Waste,Closed,Call,"",N,EV,2/3/2017 12:00:00 AM,,Y,N,"13227 W BROMWICH ST, 91331",13227,W,BROMWICH,ST,91331,34.2419336351,-118.421721848,"(34.2419336351, -118.421721848)",502,D,6,North Valley APC,6,Nury Martinez,6,ARLETA NC,MISSION
1-438164851,1/29/2017 1:55:32 PM,1/29/2017 1:56:18 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,"",Y,WV,1/31/2017 12:00:00 AM,,Y,N,"6864 N WINNETKA AVE, 91306",6864,N,WINNETKA,AVE,91306,34.1950028116,-118.570903793,"(34.1950028116, -118.570903793)",530,E,6,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA
1-432160585,1/23/2017 4:44:43 PM,1/27/2017 2:44:38 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,NC,1/27/2017 12:00:00 AM,,Y,"","1723 N WILCOX AVE, 90028",1723,N,WILCOX,AVE,90028,34.1023631932,-118.331211665,"(34.1023631932, -118.331211665)",593,E,4,Central APC,13,Mitch O'Farrell,29,HOLLYWOOD HILLS WEST NC,HOLLYWOOD
1-443257247,2/1/2017 10:01:43 PM,2/7/2017 7:52:08 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,HBT,2/4/2017 7:51:16 AM,,Y,N,"1319 N HARVARD BLVD, 90027",1319,N,HARVARD,BLVD,90027,34.0954487908,-118.304470577,"(34.0954487908, -118.304470577)",593,J,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD
1-412528921,1/3/2017 1:07:44 PM,1/9/2017 8:32:37 AM,SR Created,BOS,Electronic Waste,Closed,Call,"",N,EV,1/5/2017 12:00:00 AM,,Y,N,"3780 N CAHUENGA BLVD, 91604",3780,N,CAHUENGA,BLVD,91604,34.1371112058,-118.362999799,"(34.1371112058, -118.362999799)",563,B,6,South Valley APC,4,David Ryu,29,HOLLYWOOD HILLS WEST NC,NORTH HOLLYWOOD
1-443926331,2/2/2017 12:24:19 PM,2/8/2017 2:02:19 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,WLA,2/8/2017 12:00:00 AM,,Y,"","1901 S PELHAM AVE, 90025",1901,S,PELHAM,AVE,90025,34.0505423182,-118.431083258,"(34.0505423182, -118.431083258)",632,C,4,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES
1-419953266,1/10/2017 4:33:46 PM,1/13/2017 6:37:00 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,LACC,1/12/2017 6:39:08 AM,,Y,N,"2632 S HAUSER BLVD, 90016",2632,S,HAUSER,BLVD,90016,34.031309934,-118.362968344,"(34.031309934, -118.362968344)",633,B,7,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST
1-441422441,1/31/2017 3:52:21 PM,1/31/2017 3:52:52 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,"",Y,SLA,2/2/2017 12:00:00 AM,,Y,N,"8860 S FLOWER ST, 90003",8860,S,FLOWER,ST,90003,33.956592464,-118.281371554,"(33.956592464, -118.281371554)",704,C,3,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST
1-445849121,2/4/2017 10:44:33 AM,2/8/2017 8:02:26 AM,SR Created,OCB,Graffiti Removal,Open,Call,"",N,HBT,2/8/2017 8:02:37 AM,,Y,N,"1011 N EL CENTRO AVE, 90038",1011,N,EL CENTRO,AVE,90038,34.0891248452,-118.324596751,"(34.0891248452, -118.324596751)",593,F,6,Central APC,13,Mitch O'Farrell,32,CENTRAL HOLLYWOOD NC,HOLLYWOOD
1-412479939,1/3/2017 12:50:38 PM,1/6/2017 3:19:32 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,SLABT,1/6/2017 3:19:40 PM,,Y,N,"23RD ST AT WALL ST, 90011",,"","","",90011,34.025395852,-118.262920775,"(34.025395852, -118.262920775)",634,D,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-432140931,1/23/2017 4:29:10 PM,1/26/2017 10:40:56 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WLA,1/26/2017 12:00:00 AM,,Y,N,"7616 W HOLLYWOOD BLVD, 90046",7616,W,HOLLYWOOD,BLVD,90046,34.1014781483,-118.35558397,"(34.1014781483, -118.35558397)",593,C,4,Central APC,4,David Ryu,29,HOLLYWOOD HILLS WEST NC,HOLLYWOOD
1-413559001,1/4/2017 10:45:44 AM,1/9/2017 8:40:05 AM,SR Created,OCB,Graffiti Removal,Cancelled,Call,"",N,HBT,1/6/2017 8:38:45 AM,,Y,N,"TRACY ST AT AMES ST, 90027",,"","","",90027,34.108329073,-118.279172464,"(34.108329073, -118.279172464)",594,B,3,Central APC,4,David Ryu,36,LOS FELIZ NC,NORTHEAST
1-447692315,2/7/2017 7:51:52 AM,2/7/2017 7:51:52 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/16/2017 12:00:00 AM,,Y,"","162 E MARTIN LUTHER KING, JR BLVD, 90011",162,E,"MARTIN LUTHER KING, JR",BLVD,90011,,,"",674,C,2,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON
1-415401921,1/5/2017 4:18:03 PM,1/9/2017 10:07:26 AM,SR Created,OCB,Graffiti Removal,Closed,Call,"",N,NEGB,1/9/2017 10:06:43 AM,,Y,N,"13130 W MONTAGUE ST, 91331",13130,W,MONTAGUE,ST,91331,34.2419586344,-118.418834015,"(34.2419586344, -118.418834015)",502,D,6,North Valley APC,7,Vacant,7,PACOIMA NC,FOOTHILL
1-454702252,2/13/2017 10:34:39 PM,2/13/2017 10:34:39 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,WVA,2/13/2017 12:00:00 AM,,Y,"","7126 N RESEDA BLVD, 91335",7126,N,RESEDA,BLVD,91335,,,"",530,J,5,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY
1-418129001,1/9/2017 12:20:02 PM,1/10/2017 1:41:04 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Queue Initiated Customer Call,"",N,EV,1/10/2017 12:00:00 AM,,Y,N,"10933 W CAMARILLO ST, 91602",10933,W,CAMARILLO,ST,91602,34.157796961,-118.36930051,"(34.157796961, -118.36930051)",563,A,3,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD
1-436556023,1/27/2017 11:26:30 AM,1/31/2017 2:54:15 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,N,OCB,1/31/2017 2:54:01 PM,,Y,N,"3412 W 4TH ST, 90020",3412,W,4TH,ST,90020,34.0672613199,-118.2931467,"(34.0672613199, -118.2931467)",634,A,2,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-441904981,2/1/2017 8:18:54 AM,2/3/2017 2:39:40 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,"",Y,WLA,2/3/2017 12:00:00 AM,,Y,N,"2046 S CHARITON ST, 90034",2046,S,CHARITON,ST,90034,34.0395917947,-118.378180275,"(34.0395917947, -118.378180275)",632,J,6,South Los Angeles APC,10,Herb J. Wesson Jr.,61,SOUTH ROBERTSON NC,WEST LOS ANGELES
1-448685174,2/7/2017 4:33:40 PM,2/7/2017 4:33:41 PM,SR Created,OCB,Graffiti Removal,Open,Mobile App,iOS,N,CCAC,,,Y,"","593 N GLENDALE BLVD, 90026",593,N,GLENDALE,BLVD,90026,34.0705391851,-118.26171837,"(34.0705391851, -118.26171837)",634,D,1,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,RAMPART
1-432970801,1/24/2017 12:47:14 PM,1/25/2017 8:31:12 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,NC,1/25/2017 12:00:00 AM,,Y,N,"761 N CLEVELAND ST, 90012",761,N,CLEVELAND,ST,90012,34.0630823314,-118.241934795,"(34.0630823314, -118.241934795)",634,G,2,Central APC,1,Gilbert Cedillo,46,HISTORIC CULTURAL NC,CENTRAL
1-441141221,1/31/2017 2:07:23 PM,2/1/2017 12:01:17 PM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,NC,2/1/2017 12:00:00 AM,,Y,N,"450 S GRAND VIEW ST, 90057",450,S,GRAND VIEW,ST,90057,34.061380529,-118.2762664,"(34.061380529, -118.2762664)",634,C,2,Central APC,1,Gilbert Cedillo,54,MACARTHUR PARK NC,RAMPART
1-451822811,2/10/2017 10:35:51 AM,2/13/2017 3:43:59 PM,SR Created,BOS,Electronic Waste,Closed,Call,"",Y,NC,2/13/2017 12:00:00 AM,,Y,N,"3122 N CHADWICK DR, 90032",3122,N,CHADWICK,DR,90032,34.0820655292,-118.171039443,"(34.0820655292, -118.171039443)",595,F,6,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK
1-419689695,1/10/2017 2:17:57 PM,1/12/2017 12:03:31 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,WVA,1/11/2017 8:35:16 AM,,Y,N,"8200 N LINDLEY AVE, 91335",8200,N,LINDLEY,AVE,91335,34.2194834247,-118.527213025,"(34.2194834247, -118.527213025)",531,A,2,South Valley APC,12,Mitchell Englander,15,RESEDA NC,WEST VALLEY
1-429566768,1/20/2017 9:58:58 AM,1/20/2017 9:58:58 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/27/2016 12:00:00 AM,,Y,"","5225 S CENTRAL AVE, 90011",5225,S,CENTRAL,AVE,90011,,,"",674,E,5,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON
1-448620981,2/7/2017 3:56:08 PM,2/9/2017 9:38:29 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,"",Y,NC,2/9/2017 12:00:00 AM,,Y,N,"1814 N NORMANDIE AVE, 90027",1814,N,NORMANDIE,AVE,90027,34.1039196746,-118.300414624,"(34.1039196746, -118.300414624)",593,J,4,Central APC,4,David Ryu,36,LOS FELIZ NC,NORTHEAST
